SurveyRegion	Year	DateTime	Latitude	Longitude	DATE	DATEnum	SITE	substrate	TIME	Number	OBS	WIND	SKY	PRECIP	TEMP	AIRCRAFT	ALT	TideStation	TideHtMeters	TideRelToLow	MinutesToLow	NearestLowMeters	MinutesToHigh	NearestHighMeters	StationLat	StationLon	StationDist
SSEAK	1998	8/24/1998 8:32	56.1026	-132.8492	8/24/1998	36031	Blashke I.-S.	rock	8:32	0	Jansen	lt. winds (16-25 kts)	low overcast	drizzle	41-50 F	Cessna 180	400	"Thorne Island, Whale Passage, Alaska"	-0.29	0.02	15	-0.31	-363	4.9	56.0667	-132.9666	8306
SSEAK	1998	8/26/1998 12:42	56.1026	-132.8492	8/26/1998	36033	Blashke I.-S.	rock	12:42	0	Jansen	calm (<5 kts)	fog	none	51-60 F	Cessna 180	400	"Thorne Island, Whale Passage, Alaska"	2.16	1.91	-171	0.25	199	4.51	56.0667	-132.9666	8306
SSEAK	1998	8/24/1998 9:33	56.1105	-133.6865	8/24/1998	36031	Bluff I.	rock	9:33	30	Brix	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185	650	"Shakan Bay Entrance, Alaska"	-0.02	0.13	-48	-0.15	330	3.41	56.1333	-133.6166	5019
SSEAK	1998	8/20/1998 6:34	56.0518	-132.1437	8/20/1998	36027	Bold	rock	6:34	18	Bengtson	lt. breeze (6-15 kts)	clear	none	41-50 F	Cessna 206	650	"Blake Island, Bradfield Canal, Alaska"	-0.51	0	-4	-0.51	384	4.75	56.2167	-131.9166	23108
SSEAK	1998	8/21/1998 6:38	56.0518	-132.1437	8/21/1998	36028	Bold	rock	6:38	10	Bengtson	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 206	650	"Blake Island, Bradfield Canal, Alaska"	-0.5	0.11	32	-0.61	-345	5.33	56.2167	-131.9166	23108
SSEAK	1998	8/22/1998 6:30	56.0518	-132.1437	8/22/1998	36029	Bold	rock	6:30	3	Bengtson	calm (<5 kts)	fog	drizzle	41-50 F	Cessna 206	650	"Blake Island, Bradfield Canal, Alaska"	-0.02	0.59	76	-0.61	-297	5.37	56.2167	-131.9166	23108
SSEAK	1998	8/23/1998 6:33	56.0518	-132.1437	8/23/1998	36030	Bold	rock	6:33	0	Bengtson	calm (<5 kts)	fog	none	41-50 F	Cessna 206		"Blake Island, Bradfield Canal, Alaska"	0.62	1.14	107	-0.52	-262	5.32	56.2167	-131.9166	23108
SSEAK	1998	8/24/1998 7:59	56.0518	-132.1437	8/24/1998	36031	Bold	rock	7:59	1	Bengtson	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 206		"Blake Island, Bradfield Canal, Alaska"	-0.05	0.29	54	-0.34	-313	5.18	56.2167	-131.9166	23108
SSEAK	1998	8/25/1998 10:01	56.0518	-132.1437	8/25/1998	36032	Bold	rock	10:01	0	Bengtson	lt. breeze (6-15 kts)	partly cloudy	none	41-50 F	Cessna 206	500	"Blake Island, Bradfield Canal, Alaska"	0.02	0.11	-36	-0.09	345	4.93	56.2167	-131.9166	23108
SSEAK	1998	8/20/1998 6:19	55.9325	-132.1169	8/20/1998	36027	Bronson Light	rock	6:19	78	Bengtson	lt. breeze (6-15 kts)	clear	none	41-50 F	Cessna 206	650	"Dewey Anchorage, Etolin Island, Alaska"	-0.48	0.03	19	-0.51	-369	5.06	55.9167	-132.3666	15654
SSEAK	1998	8/21/1998 6:21	55.9325	-132.1169	8/21/1998	36028	Bronson Light	rock	6:21	55	Bengtson	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 206	650	"Dewey Anchorage, Etolin Island, Alaska"	-0.29	0.32	57	-0.61	-325	5.18	55.9167	-132.3666	15654
SSEAK	1998	8/22/1998 6:12	55.9325	-132.1169	8/22/1998	36029	Bronson Light	rock	6:12	105	Bengtson	calm (<5 kts)	fog	drizzle	41-50 F	Cessna 206	650	"Dewey Anchorage, Etolin Island, Alaska"	0.39	1	102	-0.61	-276	5.21	55.9167	-132.3666	15654
SSEAK	1998	8/23/1998 6:20	55.9325	-132.1169	8/23/1998	36030	Bronson Light	rock	6:20	70	Bengtson	calm (<5 kts)	fog	none	41-50 F	Cessna 206		"Dewey Anchorage, Etolin Island, Alaska"	0.99	1.51	128	-0.52	-246	5.16	55.9167	-132.3666	15654
SSEAK	1998	8/24/1998 7:42	55.9325	-132.1169	8/24/1998	36031	Bronson Light	rock	7:42	74	Bengtson	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 206		"Dewey Anchorage, Etolin Island, Alaska"	0.24	0.58	79	-0.34	-293	5.02	55.9167	-132.3666	15654
SSEAK	1998	8/25/1998 10:12	55.9325	-132.1169	8/25/1998	36032	Bronson Light	rock	10:12	96	Bengtson	lt. breeze (6-15 kts)	partly cloudy	none	41-50 F	Cessna 206	500	"Dewey Anchorage, Etolin Island, Alaska"	0.04	0.13	-39	-0.09	337	4.78	55.9167	-132.3666	15654
SSEAK	1998	8/24/1998 7:24	54.7169	-132.2387	8/24/1998	36031	Brownson Bay	rock	7:24	13	Westlake	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185	500	"Minnie Bay, Alaska"	0.42	0.54	93	-0.12	-292	3.77	54.7167	-132.3	3935
SSEAK	1998	8/26/1998 8:21	54.7169	-132.2387	8/26/1998	36033	Brownson Bay	rock	8:21	0	Westlake	calm (<5 kts)	low overcast	drizzle	51-60 F	Cessna 185	500	"Minnie Bay, Alaska"	0.78	0.51	98	0.27	-275	3.46	54.7167	-132.3	3935
SSEAK	1998	8/21/1998 8:48	55.4989	-131.4747	8/21/1998	36028	Bull I.	rock	8:48	94	Olesiuk	lt. winds (16-25 kts)	partly cloudy	none	51-60 F	Cessna 185	600	"Coon Island, George Inlet, Alaska"	0.46	1.04	-112	-0.58	270	4.57	55.4667	-131.5	3921
SSEAK	1998	8/24/1998 10:15	55.4989	-131.4747	8/24/1998	36031	Bull I.	rock	10:15	60	Olesiuk	lt. breeze (6-15 kts)	partly cloudy	none	61-70 F	Cessna 185	600	"Coon Island, George Inlet, Alaska"	0.46	0.77	-96	-0.31	282	4.67	55.4667	-131.5	3921
SSEAK	1998	8/26/1998 9:44	55.4989	-131.4747	8/26/1998	36033	Bull I.	rock	9:44	20	Olesiuk	lt. winds (16-25 kts)	high overcast	none	61-70 F	Cessna 185	600	"Coon Island, George Inlet, Alaska"	0.25	0	-1	0.25	-365	4.31	55.4667	-131.5	3921
SSEAK	1998	8/19/1998 6:52	56.2703	-132.9534	8/19/1998	36026	Bushy I. E.	rock	6:52	137	Jansen					Cessna 180	400	"Exchange Cove, Alaska"	0.02	0.35	-69	-0.33	321	4.05	56.2	-133.0666	10488
SSEAK	1998	8/20/1998 7:59	56.2703	-132.9534	8/20/1998	36027	Bushy I. E.	rock	7:59	0	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	0.13	0.64	-91	-0.51	297	4.3	56.2	-133.0666	10488
SSEAK	1998	8/21/1998 9:46	56.2703	-132.9534	8/21/1998	36028	Bushy I. E.	rock	9:46	52	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	1.25	1.86	-158	-0.61	228	4.48	56.2	-133.0666	10488
SSEAK	1998	8/24/1998 7:56	56.2703	-132.9534	8/24/1998	36031	Bushy I. E.	rock	7:56	184	Jansen	lt. winds (16-25 kts)	low overcast	drizzle	41-50 F	Cessna 180	400	"Exchange Cove, Alaska"	-0.07	0.27	55	-0.34	-312	4.72	56.2	-133.0666	10488
SSEAK	1998	8/26/1998 12:05	56.2703	-132.9534	8/26/1998	36033	Bushy I. E.	rock	12:05	191	Jansen	calm (<5 kts)	fog	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	1.32	1.1	-130	0.22	251	4.33	56.2	-133.0666	10488
SSEAK	1998	8/20/1998 7:59	56.2694	-132.952	8/20/1998	36027	Bushy I. NE	rock	7:59	94	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	0.13	0.64	-91	-0.51	297	4.3	56.2	-133.0666	10472
SSEAK	1998	8/21/1998 9:49	56.2694	-132.952	8/21/1998	36028	Bushy I. NE	rock	9:49	0	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	1.31	1.92	-161	-0.61	225	4.48	56.2	-133.0666	10472
SSEAK	1998	8/24/1998 7:55	56.2694	-132.952	8/24/1998	36031	Bushy I. NE	rock	7:55	0	Jansen	lt. winds (16-25 kts)	low overcast	drizzle	41-50 F	Cessna 180	400	"Exchange Cove, Alaska"	-0.06	0.28	56	-0.34	-311	4.72	56.2	-133.0666	10472
SSEAK	1998	8/26/1998 12:05	56.2694	-132.952	8/26/1998	36033	Bushy I. NE	rock	12:05	0	Jansen	calm (<5 kts)	fog	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	1.32	1.1	-130	0.22	251	4.33	56.2	-133.0666	10472
SSEAK	1998	8/20/1998 8:01	56.2771	-133.0044	8/20/1998	36027	Bushy I. NW	rock	8:01	10	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	0.16	0.67	-93	-0.51	295	4.3	56.2	-133.0666	9393
SSEAK	1998	8/21/1998 9:48	56.2771	-133.0044	8/21/1998	36028	Bushy I. NW	rock	9:48	0	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	1.29	1.9	-160	-0.61	226	4.48	56.2	-133.0666	9393
SSEAK	1998	8/24/1998 7:54	56.2771	-133.0044	8/24/1998	36031	Bushy I. NW	rock	7:54	0	Jansen	lt. winds (16-25 kts)	low overcast	drizzle	41-50 F	Cessna 180	400	"Exchange Cove, Alaska"	-0.05	0.29	57	-0.34	-310	4.72	56.2	-133.0666	9393
SSEAK	1998	8/26/1998 12:05	56.2771	-133.0044	8/26/1998	36033	Bushy I. NW	rock	12:05	0	Jansen	calm (<5 kts)	fog	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	1.32	1.1	-130	0.22	251	4.33	56.2	-133.0666	9393
SSEAK	1998	8/19/1998 17:07	55.3487	-133.3901	8/19/1998	36026	Cabras I.	rock	17:07	10	Brix	calm (<5 kts)	partly cloudy	none	61-70 F	Cessna 185	700	"Cape Flores, Ulloa Channel, Alaska"	0.81	0.06	38	0.75	-297	2.46	55.35	-133.3166	4647
SSEAK	1998	8/20/1998 7:08	55.3487	-133.3901	8/20/1998	36027	Cabras I.	rock	7:08	18	Brix	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Cape Flores, Ulloa Channel, Alaska"	-0.33	0.09	-41	-0.42	343	2.61	55.35	-133.3166	4647
SSEAK	1998	8/23/1998 9:25	55.3487	-133.3901	8/23/1998	36030	Cabras I.	rock	9:25	20	Brix	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Cape Flores, Ulloa Channel, Alaska"	-0.07	0.25	-68	-0.32	307	2.81	55.35	-133.3166	4647
SSEAK	1998	8/19/1998 16:35	55.2331	-133.6145	8/19/1998	36026	Cape Bartolome	rock	16:35	4	Brix	calm (<5 kts)	partly cloudy	none	61-70 F	Cessna 185	700	"Port Santa Cruz, Suemez Island, Alaska"	0.92	0.17	66	0.75	-268	2.52	55.2833	-133.4166	13726
SSEAK	1998	8/20/1998 7:02	55.2331	-133.6145	8/20/1998	36027	Cape Bartolome	rock	7:02	19	Brix	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Port Santa Cruz, Suemez Island, Alaska"	-0.34	0.08	-39	-0.42	346	2.67	55.2833	-133.4166	13726
SSEAK	1998	8/23/1998 9:38	55.2331	-133.6145	8/23/1998	36030	Cape Bartolome	rock	9:38	27	Brix	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Port Santa Cruz, Suemez Island, Alaska"	0.07	0.39	-85	-0.32	291	2.87	55.2833	-133.4166	13726
SSEAK	1998	8/22/1998 6:40	54.692	-132.044	8/22/1998	36029	Cape Chacon	rock	6:40	10	Westlake	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	500	"Cape Chacon, Alaska"	-0.31	0.27	55	-0.58	-332	4.45	54.7	-132.0166	1971
SSEAK	1998	8/24/1998 7:21	54.692	-132.044	8/24/1998	36031	Cape Chacon	rock	7:21	25	Westlake	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185	500	"Cape Chacon, Alaska"	0.21	0.52	81	-0.31	-300	4.26	54.7	-132.0166	1971
SSEAK	1998	8/26/1998 8:13	54.692	-132.044	8/26/1998	36033	Cape Chacon	rock	8:13	11	Westlake	calm (<5 kts)	low overcast	drizzle	51-60 F	Cessna 185	500	"Cape Chacon, Alaska"	0.8	0.55	93	0.25	-281	3.76	54.7	-132.0166	1971
SSEAK	1998	8/21/1998 6:40	54.6604	-132.6913	8/21/1998	36028	Cape Muzon E.	rock	6:40	12	Westlake	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	500	"Cape Muzon, Dall Island, Alaska"	-0.33	0.02	16	-0.35	-373	3.89	54.6667	-132.6666	1732
SSEAK	1998	8/23/1998 6:55	54.6604	-132.6913	8/23/1998	36030	Cape Muzon E.	rock	6:55	22	Westlake	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	500	"Cape Muzon, Dall Island, Alaska"	0.08	0.36	71	-0.28	-309	3.88	54.6667	-132.6666	1732
SSEAK	1998	8/25/1998 7:54	54.6604	-132.6913	8/25/1998	36032	Cape Muzon E.	rock	7:54	27	Westlake	calm (<5 kts)	fog	drizzle	51-60 F	Cessna 185	500	"Cape Muzon, Dall Island, Alaska"	0.42	0.37	77	0.05	-297	3.61	54.6667	-132.6666	1732
SSEAK	1998	8/21/1998 6:42	54.6649	-132.7364	8/21/1998	36028	Cape Muzon W.	rock	6:42	8	Westlake	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	500	"Cape Muzon, Dall Island, Alaska"	-0.33	0.02	14	-0.35	-375	3.89	54.6667	-132.6666	4491
SSEAK	1998	8/25/1998 7:56	54.6649	-132.7364	8/25/1998	36032	Cape Muzon W.	rock	7:56	8	Westlake	calm (<5 kts)	fog	drizzle	51-60 F	Cessna 185	500	"Cape Muzon, Dall Island, Alaska"	0.4	0.35	75	0.05	-299	3.61	54.6667	-132.6666	4491
SSEAK	1998	8/19/1998 16:54	55.3	-130.8667	8/19/1998	36026	Carp I.	rock	16:54	8	Swain	calm (<5 kts)	clear	none	61-70 F	Cessna 185	650	"Shoalwater Pass, Alaska"	1.06	0.2	54	0.86	-291	4.23	55.4333	-130.9166	15155
SSEAK	1998	8/20/1998 6:08	55.3	-130.8667	8/20/1998	36027	Carp I.	rock	6:08	9	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	700	"Shoalwater Pass, Alaska"	-0.45	0.03	17	-0.48	-373	4.93	55.4333	-130.9166	15155
SSEAK	1998	8/21/1998 8:49	55.3	-130.8667	8/21/1998	36028	Carp I.	rock	8:49	17	Swain	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 185	900	"Shoalwater Pass, Alaska"	0.35	0.93	-104	-0.58	275	4.66	55.4333	-130.9166	15155
SSEAK	1998	8/22/1998 6:33	55.3	-130.8667	8/22/1998	36029	Carp I.	rock	6:33	0	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Shoalwater Pass, Alaska"	-0.13	0.45	68	-0.58	-312	5.09	55.4333	-130.9166	15155
SSEAK	1998	8/23/1998 10:22	55.3	-130.8667	8/23/1998	36030	Carp I.	rock	10:22	0	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185		"Shoalwater Pass, Alaska"	0.88	1.37	-127	-0.49	249	4.8	55.4333	-130.9166	15155
SSEAK	1998	8/24/1998 7:41	55.3	-130.8667	8/24/1998	36031	Carp I.	rock	7:41	0	Swain	lt. breeze (6-15 kts)	low overcast	none	51-60 F	Cessna 185	700	"Shoalwater Pass, Alaska"	0.1	0.41	67	-0.31	-307	4.9	55.4333	-130.9166	15155
SSEAK	1998	8/25/1998 11:12	55.3	-130.8667	8/25/1998	36032	Carp I.	rock	11:12	0	Swain	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185		"Shoalwater Pass, Alaska"	0.93	0.99	-112	-0.06	262	4.66	55.4333	-130.9166	15155
SSEAK	1998	8/19/1998 16:34	55.9279	-132.433	8/19/1998	36026	Center	rock	16:34	61	Bengtson	lt. winds (16-25 kts)	partly cloudy	none	51-60 F	Cessna 206	700	"Dewey Anchorage, Etolin Island, Alaska"	1.36	0.53	87	0.83	-256	4.35	55.9167	-132.3666	4320
SSEAK	1998	8/21/1998 8:34	55.9279	-132.433	8/21/1998	36028	Center	rock	8:34	97	Bengtson	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 206	650	"Dewey Anchorage, Etolin Island, Alaska"	-0.09	0.52	-76	-0.61	305	4.78	55.9167	-132.3666	4320
SSEAK	1998	8/22/1998 9:10	55.9279	-132.433	8/22/1998	36029	Center	rock	9:10	154	Bengtson	calm (<5 kts)	low overcast	none	41-50 F	Cessna 206	650	"Dewey Anchorage, Etolin Island, Alaska"	-0.08	0.53	-76	-0.61	304	4.89	55.9167	-132.3666	4320
SSEAK	1998	8/23/1998 8:46	55.9279	-132.433	8/23/1998	36030	Center	rock	8:46	192	Bengtson	calm (<5 kts)	fog	none	41-50 F	Cessna 206		"Dewey Anchorage, Etolin Island, Alaska"	-0.49	0.03	-18	-0.52	360	4.92	55.9167	-132.3666	4320
SSEAK	1998	8/24/1998 10:34	55.9279	-132.433	8/24/1998	36031	Center	rock	10:34	39	Bengtson	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 206		"Dewey Anchorage, Etolin Island, Alaska"	0.42	0.76	-93	-0.34	284	4.88	55.9167	-132.3666	4320
SSEAK	1998	8/25/1998 7:28	55.9279	-132.433	8/25/1998	36032	Center	rock	7:28	57	Bengtson	lt. breeze (6-15 kts)	fog	drizzle	41-50 F	Cessna 206	500	"Dewey Anchorage, Etolin Island, Alaska"	1.2	1.29	125	-0.09	-243	4.81	55.9167	-132.3666	4320
SSEAK	1998	8/19/1998 17:35	55.7511	-130.9487	8/19/1998	36026	Channel I. - SSEAK	rock	17:35	756	Swain	calm (<5 kts)	clear	none	61-70 F	Cessna 185	900	"Shoalwater Pass, Alaska"	0.87	0.01	13	0.86	-332	4.23	55.4333	-130.9166	35390
SSEAK	1998	8/20/1998 6:44	55.7511	-130.9487	8/20/1998	36027	Channel I. - SSEAK	rock	6:44	351	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	900	"Shoalwater Pass, Alaska"	-0.45	0.03	-19	-0.48	362	4.48	55.4333	-130.9166	35390
SSEAK	1998	8/21/1998 8:26	55.7511	-130.9487	8/21/1998	36028	Channel I. - SSEAK	rock	8:26	389	Swain	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 185	900	"Shoalwater Pass, Alaska"	0	0.58	-81	-0.58	298	4.66	55.4333	-130.9166	35390
SSEAK	1998	8/22/1998 7:00	55.7511	-130.9487	8/22/1998	36029	Channel I. - SSEAK	rock	7:00	214	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	900	"Shoalwater Pass, Alaska"	-0.41	0.17	41	-0.58	-339	5.09	55.4333	-130.9166	35390
SSEAK	1998	8/23/1998 9:49	55.7511	-130.9487	8/23/1998	36030	Channel I. - SSEAK	rock	9:49	389	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Shoalwater Pass, Alaska"	0.29	0.78	-94	-0.49	282	4.8	55.4333	-130.9166	35390
SSEAK	1998	8/24/1998 8:12	55.7511	-130.9487	8/24/1998	36031	Channel I. - SSEAK	rock	8:12	301	Swain	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 185	550	"Shoalwater Pass, Alaska"	-0.19	0.12	36	-0.31	-338	4.9	55.4333	-130.9166	35390
SSEAK	1998	8/25/1998 10:42	55.7511	-130.9487	8/25/1998	36032	Channel I. - SSEAK	rock	10:42	285	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	700	"Shoalwater Pass, Alaska"	0.49	0.55	-82	-0.06	292	4.66	55.4333	-130.9166	35390
SSEAK	1998	8/19/1998 16:35	55.0089	-131.9825	8/19/1998	36026	Chichagof Bay	rock	16:35	7	Westlake	calm (<5 kts)	partly cloudy	none	61-70 F	Cessna 185	500	"Ingraham Bay, Prince of Wales Island, Alaska"	1.19	0.33	75	0.86	-268	3.87	54.9833	-132	3052
SSEAK	1998	8/22/1998 6:14	55.0089	-131.9825	8/22/1998	36029	Chichagof Bay	rock	6:14	25	Westlake	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	500	"Ingraham Bay, Prince of Wales Island, Alaska"	0.13	0.71	89	-0.58	-289	4.73	54.9833	-132	3052
SSEAK	1998	8/24/1998 6:59	55.0089	-131.9825	8/24/1998	36031	Chichagof Bay	rock	6:59	9	Westlake	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185	500	"Ingraham Bay, Prince of Wales Island, Alaska"	0.7	1.01	111	-0.31	-261	4.54	54.9833	-132	3052
SSEAK	1998	8/26/1998 7:50	55.0089	-131.9825	8/26/1998	36033	Chichagof Bay	rock	7:50	5	Westlake	calm (<5 kts)	low overcast	drizzle	51-60 F	Cessna 185	500	"Ingraham Bay, Prince of Wales Island, Alaska"	1.26	1.01	124	0.25	-241	4.04	54.9833	-132	3052
SSEAK	1998	8/19/1998 19:54	55.2553	-132.0986	8/19/1998	36026	Cholmondeley Sound	rock	19:54	58	Swain	calm (<5 kts)	clear	none	61-70 F	Cessna 185	700	"Lancaster Cove, Cholmondeley Sound, Alaska"	1.82	0.96	-126	0.86	246	4.78	55.2167	-132.1	4295
SSEAK	1998	8/20/1998 8:23	55.2553	-132.0986	8/20/1998	36027	Cholmondeley Sound	rock	8:23	170	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	800	"Lancaster Cove, Cholmondeley Sound, Alaska"	0.57	1.05	-118	-0.48	267	4.33	55.2167	-132.1	4295
SSEAK	1998	8/21/1998 6:53	55.2553	-132.0986	8/21/1998	36028	Cholmondeley Sound	rock	6:53	140	Swain	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 185	500	"Lancaster Cove, Cholmondeley Sound, Alaska"	-0.56	0.02	12	-0.58	-369	4.9	55.2167	-132.1	4295
SSEAK	1998	8/22/1998 8:51	55.2553	-132.0986	8/22/1998	36029	Cholmondeley Sound	rock	8:51	202	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Lancaster Cove, Cholmondeley Sound, Alaska"	-0.15	0.43	-70	-0.58	312	4.61	55.2167	-132.1	4295
SSEAK	1998	8/23/1998 8:20	55.2553	-132.0986	8/23/1998	36030	Cholmondeley Sound	rock	8:20	86	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Lancaster Cove, Cholmondeley Sound, Alaska"	-0.49	0	-5	-0.49	375	4.64	55.2167	-132.1	4295
SSEAK	1998	8/24/1998 10:45	55.2553	-132.0986	8/24/1998	36031	Cholmondeley Sound	rock	10:45	19	Swain	lt. winds (16-25 kts)	low overcast	rain	51-60 F	Cessna 185	600	"Lancaster Cove, Cholmondeley Sound, Alaska"	0.79	1.1	-117	-0.31	262	4.61	55.2167	-132.1	4295
SSEAK	1998	8/25/1998 9:15	55.2553	-132.0986	8/25/1998	36032	Cholmondeley Sound	rock	9:15	169	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	600	"Lancaster Cove, Cholmondeley Sound, Alaska"	-0.06	0	5	-0.06	-361	4.53	55.2167	-132.1	4295
SSEAK	1998	8/19/1998 6:50	55.7798	-131.6123	8/19/1998	36026	Clam I. - SSEAK	rock	6:50	45	Olesiuk	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185	600	"Traitors Cove (inside narrows), Alaska"	-0.13	0.01	15	-0.14	340	3.46	55.7333	-131.6166	5172
SSEAK	1998	8/24/1998 8:24	55.7798	-131.6123	8/24/1998	36031	Clam I. - SSEAK	rock	8:24	50	Olesiuk	lt. breeze (6-15 kts)	partly cloudy	none	61-70 F	Cessna 185	600	"Traitors Cove (inside narrows), Alaska"	0.31	0.46	109	-0.15	-323	4.02	55.7333	-131.6166	5172
SSEAK	1998	8/26/1998 8:24	55.7798	-131.6123	8/26/1998	36033	Clam I. - SSEAK	rock	8:24	45	Olesiuk	lt. winds (16-25 kts)	high overcast	none	61-70 F	Cessna 185	600	"Traitors Cove (inside narrows), Alaska"	1.08	0.96	173	0.12	-252	3.6	55.7333	-131.6166	5172
SSEAK	1998	8/19/1998 19:23	55.3024	-132.1301	8/19/1998	36026	Clover Bay	rock	19:23	56	Swain	calm (<5 kts)	clear	none	61-70 F	Cessna 185	700	"Lancaster Cove, Cholmondeley Sound, Alaska"	1.43	0.57	-95	0.86	277	4.78	55.2167	-132.1	9721
SSEAK	1998	8/20/1998 8:18	55.3024	-132.1301	8/20/1998	36027	Clover Bay	rock	8:18	93	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	700	"Lancaster Cove, Cholmondeley Sound, Alaska"	0.49	0.97	-113	-0.48	272	4.33	55.2167	-132.1	9721
SSEAK	1998	8/21/1998 6:59	55.3024	-132.1301	8/21/1998	36028	Clover Bay	rock	6:59	82	Swain	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 185	600	"Lancaster Cove, Cholmondeley Sound, Alaska"	-0.57	0.01	6	-0.58	-374	4.9	55.2167	-132.1	9721
SSEAK	1998	8/22/1998 8:47	55.3024	-132.1301	8/22/1998	36029	Clover Bay	rock	8:47	107	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Lancaster Cove, Cholmondeley Sound, Alaska"	-0.2	0.38	-66	-0.58	316	4.61	55.2167	-132.1	9721
SSEAK	1998	8/23/1998 8:26	55.3024	-132.1301	8/23/1998	36030	Clover Bay	rock	8:26	102	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Lancaster Cove, Cholmondeley Sound, Alaska"	-0.48	0.01	-11	-0.49	369	4.64	55.2167	-132.1	9721
SSEAK	1998	8/24/1998 9:51	55.3024	-132.1301	8/24/1998	36031	Clover Bay	rock	9:51	96	Swain	lt. winds (16-25 kts)	low overcast	rain	51-60 F	Cessna 185	750	"Lancaster Cove, Cholmondeley Sound, Alaska"	0.03	0.34	-63	-0.31	316	4.61	55.2167	-132.1	9721
SSEAK	1998	8/25/1998 9:20	55.3024	-132.1301	8/25/1998	36032	Clover Bay	rock	9:20	99	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	700	"Lancaster Cove, Cholmondeley Sound, Alaska"	-0.06	0		-0.06	-366	4.53	55.2167	-132.1	9721
SSEAK	1998	8/20/1998 8:08	56.335	-133.2137	8/20/1998	36027	Colpoys	rock	8:08	32	Bengtson	lt. breeze (6-15 kts)	clear	none	41-50 F	Cessna 206	650	"Red Bay, Prince of Wales Island, Alaska"	0.24	0.72	-97	-0.48	283	4.17	56.3	-133.3166	7442
SSEAK	1998	8/23/1998 7:50	56.335	-133.2137	8/23/1998	36030	Colpoys	rock	7:50	0	Bengtson	calm (<5 kts)	fog	none	41-50 F	Cessna 206		"Red Bay, Prince of Wales Island, Alaska"	-0.4	0.09	31	-0.49	-346	4.74	56.3	-133.3166	7442
