"","Year","Month","Station","DIN","DIP","CHLFa","SIL","TN","TP","SAL","T","ZS"
"415",1991,3,"W20",41.93,1.19,2.32,9.18,47,2.36,33.3,4.8,6
"416",1991,3,"W70",6.54,0.32,1.16,1.57,7.86,1.03,35.47,7,3
"417",1991,3,"WISS",44.86,0.97,1.24,12.07,57.64,1.97,31.87,3.8,10
"418",1991,3,"ZIJP",62.21,0.77,0.62,13.21,77.86,2.45,30.53,3.4,6
"419",1991,3,"ZUID",72.64,1.74,9.3,25.77,96.64,3.13,29.1,7.5,16
"420",1991,4,"DANT",1.68,0.52,12.2,5.45,42.21,2.97,29.69,12.6,25
"421",1991,4,"DREI",1.5,0.81,8.9,1.99,28,2.55,31.37,8.4,3
"422",1991,4,"G6",21.79,0.32,16.6,0.5,37.79,2.16,33.12,8.7,20
"423",1991,4,"GROO",205.21,2.78,6.76,82.24,244.57,6.04,16.38,11.6,47
"424",1991,4,"HAMM",34.29,0.55,2.9,2.06,50.79,1.45,31.84,7.9,6
"426",1991,4,"HUIB",20.36,0.16,10.6,1.57,40.21,0.84,30.58,9.1,4
"427",1991,4,"LODS",26.86,0.16,3.92,2.03,45.21,1.84,31.43,8.6,5
"428",1991,4,"MARS",49.29,1,10.6,2.24,61,2.1,30.76,8.1,7
"429",1991,4,"N02",67.29,1.32,4.3,7.65,76.86,2.42,29.42,8.6,5
"431",1991,4,"N20",42.07,0.94,2.66,3.28,45.43,1.61,32.2,7.6,2
"432",1991,4,"N70",0.68,0.06,12.5,0.43,5.32,0.77,35.43,8,2
"433",1991,4,"R03",11.64,0.16,33.2,0.85,51.5,3.81,30.8,9.2,42
"434",1991,4,"R50",21.21,0.29,1.18,0.39,27.71,1.16,32.92,7.2,7
"435",1991,4,"R70",12.57,0.13,2.16,0.5,16.79,1,33.97,6.9,1
"437",1991,4,"SOEL",20.21,6.49,9.8,40.58,71.36,9.14,21.09,9.8,3
"438",1991,4,"T004",13.07,0.16,16,0.28,32.43,1.45,32.92,8.4,5
"439",1991,4,"T010",7.64,0.06,9.8,0.32,16.29,0.94,33.94,7.6,3
"440",1991,4,"T100",10.93,0.77,0.72,5.84,12.07,2.29,34.77,6.3,2
"441",1991,4,"T135",1.04,0.19,6.46,0.78,6.39,1.61,34.73,5.8,2
"443",1991,4,"T235",0.39,0.19,1.24,0.39,3.75,1.1,34.83,6.6,2
"444",1991,4,"VLIS",63.5,1.34,24.7,14.31,99.32,5.455,30.65,8.45,54.5
"445",1991,4,"W02",47.64,1,8.8,5.91,60.5,2.71,32.3,9.1,25
"446",1991,4,"W20",1.39,0.26,12.2,0.93,14.32,1.61,34.27,8.6,1
"447",1991,4,"W70",0.89,0.16,14.5,0.43,1.75,0.94,35.49,8.4,2
"448",1991,4,"WISS",34.93,0.87,5.14,1.57,51.5,1.87,31.94,7.7,9
"449",1991,4,"ZIJP",44.71,0.58,3.48,3.28,62.07,1.42,30.53,8,4
"450",1991,4,"ZUID",2,0.32,15.2,1.82,32.36,3.07,30.79,10.3,13
"451",1991,5,"DANT",0.93,0.9,19.1,11.71,47.18,5.81,32.83,11.3,124
"452",1991,5,"DREI",0.79,1.84,6.1,3.7,23.21,2.78,31.71,9.8,2
"453",1991,5,"G6",0.46,0.26,47.9,2.35,58.04,1.39,31.25,10.7,26
"455",1991,5,"HAMM",1.25,0.06,39.2,2.67,31.86,1.55,31.26,9.1,28
"457",1991,5,"LODS",0.18,0.16,21.9,1.07,41.5,1.52,31.6,9.5,6
"459",1991,5,"N02",12.71,0.29,59.7,1.35,64.79,4.23,29.99,10.7,24
"461",1991,5,"N20",0.71,0.16,18.3,3.42,37.14,1.87,33.34,9.6,16
"462",1991,5,"N70",0.46,0.06,1.34,1.57,9.39,0.39,35.52,9.3,3
"464",1991,5,"SOEL",13.86,8.88,1.5,69.06,58.5,10.4,21.93,9.9,2
"466",1991,5,"W02",0.79,0.29,40.1,3.38,45.36,2.97,31.84,10.5,39
"467",1991,5,"W20",0.46,0.1,8.7,2.46,24.46,1.29,33.37,9.8,15
"468",1991,5,"W70",0.39,0.1,1.4,1.07,9.46,0.48,35.47,9.3,0.2
"469",1991,5,"WISS",8.71,0.1,12.3,2.35,45.36,2.1,30.77,8.9,27
"470",1991,5,"ZIJP",20.86,0.29,7.14,7.65,47.79,1.65,30.47,9.3,3
"471",1991,5,"ZUID",2.93,0.97,180,14.63,56.64,4.68,29.16,9.3,28
"473",1991,6,"DREI",2.5,3.13,2.58,5.02,26.64,4.97,32,14.1,3
"474",1991,6,"G6",20.14,0.52,31.3,0.64,79.21,3.65,31.04,13.3,10
"476",1991,6,"HAMM",9.14,0.9,3.44,4.09,43.21,3.81,31.58,12.7,8
"477",1991,6,"HANS",210.93,6.23,29.2,11.21,244.71,12.3,20.95,14.3,106
"479",1991,6,"LODS",4.86,1.1,2.18,3.1,35.93,2.84,32,13.6,5
"481",1991,6,"N02",31.36,1.07,6,2.35,37.07,4.2,29.72,12.6,37
"483",1991,6,"N20",1.21,0.1,6.12,0.57,19.71,1.23,32.96,12,6
"484",1991,6,"N70",0.75,0.13,0.8,0.82,8.18,0.58,35.56,11.4,1
"485",1991,6,"R03",2.14,0.74,24.8,0.21,40.64,4.62,34.69,12.1,15
"486",1991,6,"R50",0.57,0.36,0.88,0.61,15.79,2.16,34.09,12.5,2
"487",1991,6,"R70",0.61,0.13,0.74,0.89,14.39,1.32,32.14,14,2
"489",1991,6,"SOEL",1.79,9.98,4.46,42.01,48.71,12.95,22.37,14.4,2
"490",1991,6,"VLIS",42.71,2.07,8.6,6.09,70.64,4.42,30.53,13.8,40
"491",1991,6,"W02",17.93,0.61,3.22,2.28,73.79,4.04,32.08,13.7,87
"492",1991,6,"W20",7.29,0.36,2.24,1.17,29.5,1.97,32.71,13,18
"493",1991,6,"W70",0.54,0.03,1.42,1,7.96,0.77,35.14,11.1,3
"494",1991,6,"WISS",7.43,0.39,4.96,2.71,44.57,2.84,31.54,12.5,7
"495",1991,6,"ZIJP",19.71,1.84,3.7,6.37,72.86,3.62,30.82,12.7,6
"498",1991,7,"DREI",0.39,3.75,1.92,9.08,14.5,4.81,31.69,16.5,9
"499",1991,7,"G6",12.57,1.29,5.68,0.53,33.93,1.94,32.21,18.2,4
"501",1991,7,"HAMM",16.965,1.515,4.61,4.45,37.395,2.71,31.455,17.95,8
"502",1991,7,"HANS",247.71,8.33,6.68,39.16,289.21,11.91,18.19,19.3,47
"504",1991,7,"LODS",6.5,1.71,6.4,3.915,32.215,3.135,31.185,18.35,4.5
"506",1991,7,"N02",26.21,1.55,13.1,0.36,62.29,3.36,29.19,18.3,4
"508",1991,7,"N20",4.93,0.42,6.44,1.25,27.43,1.49,32.58,16.9,2
"509",1991,7,"N70",0.46,0.08,2.22,1.03,14.07,0.74,34.49,15.5,2
"510",1991,7,"R03",9.29,1.84,15,3.95,43,3.87,34.06,16.8,18
"511",1991,7,"R50",0.5,0.23,3.4,1.99,17.86,1.1,33.81,16.9,5
"512",1991,7,"R70",0.39,0.08,2.06,1.74,14.5,0.87,31.85,18.4,3
"514",1991,7,"SOEL",4.21,12.98,8,50.55,54,14.66,22.33,16.9,5
"515",1991,7,"T004",1.89,0.81,3.44,0.89,19.79,1.61,32.3,17.7,4
"516",1991,7,"T010",1.11,0.58,2.04,0.78,16,1.16,32.83,17.2,3
"517",1991,7,"T100",0.46,0.08,0.54,0.68,9.29,0.26,34.6,16.6,1
"518",1991,7,"T135",0.29,0.08,0.44,0.09,9.21,0.48,34.58,16.8,1
"519",1991,7,"T175",0.32,0.08,0.36,0.5,11.57,0.74,34.7,16.4,1
"520",1991,7,"T235",0.68,0.19,0.28,0.93,8.36,0.52,35.04,16.1,1
"521",1991,7,"VLIS",48.64,1.94,6.78,12.67,78.21,3.78,30.3,18,33
"522",1991,7,"W02",31.79,1.58,12.5,6.3,64.21,4.1,32.15,18.9,37
"523",1991,7,"W20",10.64,0.77,6.28,3.45,28.79,1.71,34.1,17.4,5
"524",1991,7,"W70",0.46,0.45,1.24,0.43,8.79,0.68,35.24,15.3,2
"525",1991,7,"WISS",18.825,1.375,6.17,4.735,40.32,2.725,32.015,17.7,9.5
"526",1991,7,"ZIJP",17.175,1.725,8.6,4.77,48.285,3.84,29.56,17.9,5
"528",1991,8,"DANT",0.43,2.65,20,2.92,38.93,5.52,31.86,20.9,29
"529",1991,8,"DREI",0.39,5.94,2.12,3.7,26.29,7.46,31.59,21.9,3
"530",1991,8,"G6",15,1.29,9.2,1.6,37.07,3.16,31.06,19.8,9
"531",1991,8,"GROO",84.93,6.49,9.1,112.14,132.71,9.88,21.36,22.9,50
"532",1991,8,"HAMM",3.04,1.84,2.76,4.02,25.79,3.2,32.28,20.2,6
"534",1991,8,"HUIB",4.57,1.65,6.94,3.13,29.14,2.91,31.53,21,5
"535",1991,8,"LODS",0.46,2.39,3.68,1.67,27.21,4,31.81,20.3,6
"536",1991,8,"MARS",3.86,0.65,15.6,1.03,33.14,2.2,29.9,20.3,5
"537",1991,8,"N02",27.93,1.78,5.06,1.6,45.57,3.1,29.58,19.3,6
"539",1991,8,"N20",7.57,0.65,5.08,0.39,22.14,2.07,32.66,18.8,2
"540",1991,8,"N70",0.68,0.08,2.04,0.25,8.71,1.49,35.01,17.1,1
"541",1991,8,"R03",2.14,2,17.6,1.96,34.79,4.13,31.69,19.7,10
"542",1991,8,"R50",0.75,0.42,7.4,0.46,14.36,1.65,33.59,18.4,3
"543",1991,8,"R70",0.68,0.26,4.58,0.75,11.5,1.16,34.04,18.1,1
"545",1991,8,"SOEL",1.32,16.37,4.3,44.5,50.07,18.76,21.88,22.5,3
"546",1991,8,"T004",1.04,0.42,9.2,0.5,20.36,1.94,32.91,19,8
"547",1991,8,"T010",1.46,0.39,5.22,0.53,15.57,1.45,33.46,18.6,4
"548",1991,8,"T100",0.82,0.08,0.4,0.82,7,0.58,34.57,17.9,1
"549",1991,8,"T135",1.39,0.71,0.42,0.5,10.5,1.84,34.59,17.7,3
"550",1991,8,"T175",0.46,0.08,0.62,0.39,6.07,1.13,34.78,17.9,1
"551",1991,8,"T235",0.46,0.08,0.36,0.78,5,0.61,34.94,17.2,1
"553",1991,8,"W02",2.71,0.71,14.1,4.56,29.79,3.45,33.47,20.1,29
"554",1991,8,"W20",4.29,0.55,4.56,2.14,24.79,2.2,34.19,19.2,5
"555",1991,8,"W70",0.75,0.08,1.18,0.78,6.93,1,35.15,16.8,2
"556",1991,8,"WISS",2.68,1.49,3.24,3.92,21.14,2.42,32.74,20.1,4
"557",1991,8,"ZIJP",1.11,2.68,15.7,3.31,31.21,4.52,30.49,20.4,5
"558",1991,8,"ZUID",0.54,3.36,25.9,6.09,40.07,6.17,32.2,22,18
"559",1991,9,"DANT",9.96,2.84,4.24,14.13,37.43,4.75,33.28,17.3,33
"560",1991,9,"DREI",1.735,7.895,5.35,4.59,31.93,9.895,32.43,18.6,2
"561",1991,9,"GROO",67.64,5.97,2.1,98.26,120.36,11.85,24.31,18.3,96
"562",1991,9,"HAMM",7.07,2.13,2.98,4.38,22.07,3.42,32.95,17.6,9
"563",1991,9,"HANS",132.715,8.22,4.12,11.43,159.675,10.98,23.735,18.2,27
"564",1991,9,"HUIB",5.43,1.61,4.12,2.99,25.43,2.74,32.04,18.1,6
"565",1991,9,"LODS",1.82,2.68,3.28,3.45,24.14,3.75,32.88,17.3,5
"566",1991,9,"MARS",1.89,0.77,6.24,2.1,31.07,2.52,30.3,19.7,18
"569",1991,9,"SOEL",0.61,19.41,11.6,84.02,48.57,20.7,22.87,20.5,4
"570",1991,9,"T004",1.54,0.48,4.62,0.75,28.57,1.52,33.41,17.5,4
"571",1991,9,"T010",2.04,0.48,2.46,1.17,22.5,1.65,33.74,17.7,2
"572",1991,9,"T100",0.68,0.08,1.16,2.35,8.29,0.32,34.74,16.5,1
"573",1991,9,"T135",0.39,0.08,2.08,0.75,8,0.39,34.69,16.7,1
"574",1991,9,"T175",0.39,0.08,0.56,0.39,10.21,0.61,34.96,16,1
"575",1991,9,"T235",0.29,0.08,0.9,0.85,8.86,0.68,34.86,15.8,1
"576",1991,9,"VLIS",27.5,2.52,4.02,9.825,48.965,4.65,32.415,18,49.5
"577",1991,9,"WISS",7.71,1.91,3.52,4.63,23,3.04,33.16,17.6,4
"578",1991,9,"ZIJP",8.5,3.1,2.66,5.38,24.71,4.07,32.05,17.7,4
"579",1991,9,"ZUID",5.57,3.13,8.7,13.85,37.86,5,32.72,17.2,16
"580",1991,10,"DANT",21.21,1.19,8.4,8.54,57.71,6.17,31.4,13.7,118
"581",1991,10,"DREI",9.71,6.1,2.98,5.48,37.29,7.39,32.45,11.1,2
"582",1991,10,"G6",28.88,1.71,3.38333333333333,6.13666666666667,40.5466666666667,2.93666666666667,31.7666666666667,14.4,20.6666666666667
"583",1991,10,"GROO",84.86,5.3,2.02,93.27,132.43,10.88,21.09,12.8,100
"584",1991,10,"HAMM",17.71,2,2.04,7.12,33.71,2.94,33.29,13,3
"586",1991,10,"HUIB",19.21,1.84,1.94,10,39.21,2.91,29.05,13.7,9
"587",1991,10,"LODS",16.21,2.07,2.32,4.73,36.57,3.26,32.91,12,5
"588",1991,10,"MARS",21.36,1.26,3.16,7.55,44.57,2.62,30.48,14.1,29
"591",1991,10,"N20",17.79,1.19,1.92,3.67,22.79,1.78,32.75,15.8,2
"592",1991,10,"N70",0.61,0.08,1.58,0.43,1.68,0.61,35.21,16,2
"593",1991,10,"R03",29.36,1.32,2.84,14.24,60.57,4.84,31.15,10.4,69
"594",1991,10,"R50",2.32,0.45,1.86,3.49,11.89,0.9,34.33,13.9,5
"595",1991,10,"R70",3.79,0.42,0.74,7.23,10,1.03,34.63,14.1,10
"598",1991,10,"T004",5.93,0.37,3.195,2.49,18.25,1.375,34.485,12,45.5
"599",1991,10,"T010",2.93,0.23,2.42,1.99,8,1,34.89,13.6,7
"600",1991,10,"T100",1.82,0.23,1.64,3.06,6.89,0.81,34.65,13.8,3
"601",1991,10,"T135",2.04,0.19,0.88,4.63,5.61,0.71,34.73,13.5,3
"602",1991,10,"T175",2.71,0.42,0.7,4.09,5.79,0.97,34.98,12.3,3
"603",1991,10,"T235",1.54,0.08,1.02,1.96,6.32,0.55,34.98,12.3,3
"605",1991,10,"W02",19.38,1.72333333333333,3.18666666666667,7.97666666666667,44.8566666666667,3.61666666666667,33.6166666666667,14.5666666666667,48
"606",1991,10,"W20",19.64,1.84,3.16,9.08,29.14,2.74,33.75,15.6,10
"607",1991,10,"W70",6.5,0.48,1.94,2.06,10.64,1.13,35.01,16.6,4
"608",1991,10,"WISS",19.07,1.74,2.6,7.37,39.07,3.42,33.66,13,20
"609",1991,10,"ZIJP",27.5,2.68,2.66,14.45,45.71,3.62,30.94,12.1,3
"610",1991,10,"ZUID",20.5,1.52,8.3,14.1,54.29,5.52,32.1,12.3,66
"611",1991,11,"DANT",32.29,1,6.2,14.28,68.79,6.55,30.39,5,126
"612",1991,11,"DREI",21.21,5.78,0.66,10,46.21,6.68,31.74,7.1,2
"613",1991,11,"G6",40.965,1.825,1.38,15.665,58.855,3.58,32.145,8,44.5
"615",1991,11,"HAMM",36.14,2.03,0.76,15.41,49,2.91,32.78,7.9,14
"616",1991,11,"HANS",231.07,9.46,2.48,71.91,236.14,12.72,19.73,7.1,49
"618",1991,11,"LODS",32.57,1.84,1.08,9.54,51.5,3.13,31.92,6.4,13
"620",1991,11,"N02",45.855,2.84,1.525,22.5,80.18,3.615,29.775,8.4,14
"621",1991,11,"N10",34.145,2.34,0.805,18.37,61.785,2.97,31.53,8.95,6
"622",1991,11,"N20",26.21,1.74,0.94,13.21,39.07,2.58,33.69,10.1,16
"623",1991,11,"N70",2.93,0.58,1.12,0.82,13.43,0.94,35.15,11.5,2
"625",1991,11,"SOEL",117.29,16.4,1.16,168.39,157.71,17.31,20.94,5.2,2
"626",1991,11,"T004",28.145,1.095,2.045,7.21,46.895,2.84,32.375,8.35,13
"627",1991,11,"T010",21.64,1.16,1.48,5.09,36.43,1.74,33.12,9.1,7
"628",1991,11,"T100",3.36,0.29,0.88,4.09,11.86,0.87,34.77,10.7,3
"629",1991,11,"T135",2.93,0.58,0.86,3.6,13.14,1.1,34.86,10.6,2
"630",1991,11,"T175",3,0.29,0.92,3.06,13.14,0.77,34.89,9.4,1
"631",1991,11,"T235",4.43,0.36,0.56,3.52,13.5,0.65,34.96,8.8,2
"633",1991,11,"W02",35.035,2,1.57,14.58,51.86,3.84,33.245,8.1,38.5
"634",1991,11,"W20",5.71,0.32,2.16,4.17,15.79,1,35.12,11.2,9
"635",1991,11,"W70",6.07,0.26,1.24,3.84,15.57,0.9,35.32,12.4,3
"636",1991,11,"WISS",32.21,1.87,1.12,14.03,47.93,3.68,33.19,8.1,38
"637",1991,11,"ZIJP",40.86,2.32,0.56,16.06,55.36,3.1,31.06,7.7,7
"638",1991,11,"ZUID",43.64,1.84,2.24,30.12,80.64,7.2,29.54,4.3,66
"639",1991,12,"DANT",50.86,1.16,3.5,21.11,116.14,10.56,25.31,3.9,245
"640",1991,12,"DREI",25.14,5.39,1.24,13.28,49.14,7.07,31.46,2.5,2
"641",1991,12,"G6",42.81,1.98,0.926666666666667,15.1566666666667,63.4266666666667,3.56333333333333,31.42,6.73333333333333,36.6666666666667
"642",1991,12,"GROO",245.36,2.87,1.5,101.46,307.14,15.11,14.54,3.8,303
"643",1991,12,"HAMM",28.79,1.42,1.12,13.42,40.5,3.07,33.31,5.2,17
"644",1991,12,"HANS",226.21,7.72,2.4,69.06,246.71,11.17,21.39,6,37
"645",1991,12,"HUIB",37.64,1.32,2.38,14.28,55.36,2.58,31.11,3.7,22
"646",1991,12,"LODS",39.71,1.97,0.74,12.53,53.79,3.23,32.08,2.9,5
"647",1991,12,"MARS",33,1.55,0.84,10.68,49.29,2.94,31.32,5.6,28
"648",1991,12,"N02",61.2366666666667,2.53,0.946666666666667,20.91,80.4533333333333,3.66,30.1433333333333,7.1,25.3333333333333
"649",1991,12,"N10",54.6233333333333,2.27,0.66,18.8933333333333,68.38,2.82,30.83,7.26666666666667,8.33333333333333
"650",1991,12,"N20",38.86,1.97,0.74,14.49,56.86,2.62,32.22,7.7,4
"651",1991,12,"N70",3.43,0.42,1.1,1.42,13.5,0.94,35.3,9.9,2
"654",1991,12,"T004",20.14,1.06333333333333,1.94666666666667,5.16,40.81,2.30333333333333,32.8833333333333,7.13333333333333,25.6666666666667
"655",1991,12,"T010",19.64,1.03,1.58,5.66,35.21,1.94,33.16,7.5,8
"656",1991,12,"T100",2.89,0.58,0.44,4.38,16.07,1.03,34.79,9.7,3
"657",1991,12,"T135",2.46,0.55,0.96,3.88,14.07,1.16,34.9,9.7,2
"658",1991,12,"T175",3,0.36,0.7,3.31,12.86,0.87,34.9,8.8,1
"659",1991,12,"T235",3.79,0.36,0.8,2.49,13.36,0.9,34.89,7.8,10
"660",1991,12,"VLIS",65.86,2.94,1.32,24.64,86.93,6.07,31.26,6.6,56
"661",1991,12,"W02",29.7866666666667,1.45333333333333,1.08,11.8066666666667,49.26,2.86333333333333,33.5066666666667,7.13333333333333,33
"662",1991,12,"W20",15.5,1.03,0.9,7.94,28.86,1.97,33.48,8.1,18
"663",1991,12,"W70",6.14,0.52,1.1,3.84,17.57,1.32,35.31,10.6,4
"664",1991,12,"WISS",27.93,1.42,1.26,12.6,44,3.04,33.44,5.2,35
"665",1991,12,"ZIJP",46.64,2.16,0.74,19.12,58.29,3.36,31.4,4,6
"666",1991,12,"ZUID",53.79,1.68,1.96,27.77,91.07,5.39,29.21,3.4,80
"667",1992,1,"DANT",51.07,1.23,1.04,22.07,123.86,7.98,30.69,1.8,81
"668",1992,1,"DREI",37.29,4.2,0.66,14.74,50,4.36,28.69,4.9,2
"669",1992,1,"G6",56.785,1.5825,0.9475,20.6825,73.5,3.2225,31.02,5.875,49.75
"671",1992,1,"HAMM",48.86,1.74,0.52,20.86,59.79,2.36,32.15,5.2,9
"672",1992,1,"HANS",363.57,8.17,1.66,110.36,458.57,12.98,14.45,5.8,47
"673",1992,1,"HUIB",61.86,1.42,1.22,25.85,79.71,2.91,29.95,5.3,23
"674",1992,1,"LODS",48,1.71,0.56,16.23,50.43,2.29,31.9,4.8,6
"675",1992,1,"MARS",76.07,1.45,0.9,24.85,100.57,3.45,24,5.8,32
"676",1992,1,"N02",67.1775,1.5825,0.94,23.525,87.9075,3.795,29.905,5.75,52
"677",1992,1,"N10",51.2325,1.4775,0.5825,18.0425,63.195,2.29,31.225,5.85,13.25
"678",1992,1,"N20",28.43,0.94,0.64,10.18,39.21,1.61,33.18,6.7,2
"679",1992,1,"N70",3.64,0.08,1.14,2.35,11.5,0.94,35.31,7.9,4
"682",1992,1,"T004",38.9275,1.285,0.9575,12.8,56.9275,2.5675,32.1425,6.05,28.75
"683",1992,1,"T010",27.14,0.84,0.76,8.86,37.14,1.42,33.25,7,5
"684",1992,1,"T100",8.79,0.65,0.44,5.06,18.07,0.97,34.75,7.4,3
"685",1992,1,"T135",3.29,0.42,0.86,3.63,12.79,0.81,34.83,7.9,1
"686",1992,1,"T175",6,0.45,0.74,3.74,24.64,1.16,34.81,6.7,2
"687",1992,1,"T235",8.93,1.91,0.8,4.45,19.29,2.36,35.11,7.1,3
"688",1992,1,"VLIS",116.82,3.325,1.06,38.61,133,5.055,29.175,5.55,39
"689",1992,1,"W02",49.625,1.59,1.115,18.6175,71.4475,4.0425,32.07,5.675,72.5
"690",1992,1,"W20",30.36,0.94,0.9,11.53,41.79,1.84,34.11,6.5,9
"691",1992,1,"W70",12.07,0.39,0.68,4.27,20.21,1.19,35.25,8.5,9
"692",1992,1,"WISS",47.14,1.65,0.56,19.79,61.14,3.23,32.62,5.3,34
"693",1992,1,"ZIJP",51.29,1.78,0.4,20.26,78.21,2.49,26.86,5,4
"694",1992,1,"ZUID",83.57,1.74,1.98,39.87,119.93,5.26,19.65,5,59
"695",1992,2,"DANT",60.86,0.97,2.38,19.08,109.43,10.14,27.67,3.9,179
"696",1992,2,"DREI",48.14,2.39,1.56,18.87,67.93,3.94,30.42,3.3,3
"697",1992,2,"G6",55.145,1.515,1.81,19.025,71.57,3.585,31.145,5.2,51.5
"698",1992,2,"GROO",317.86,2.81,1.1,140.26,373.5,5.26,13.83,3.4,184
"699",1992,2,"HAMM",52.07,1.61,0.42,20.68,63.93,2.23,31.59,3.9,10
"700",1992,2,"HANS",323.5,7.1,2.06,107.87,359.5,12.85,17.11,4.5,81
"701",1992,2,"HUIB",57.64,1.32,1.3,23.07,75.5,3.16,30.76,4.8,28
"702",1992,2,"LODS",48.86,1.52,1.5,14.38,62,2.07,31.5,3.3,3
"703",1992,2,"MARS",50.86,1.26,1,16.48,64.5,2.84,30.03,5.1,10
"704",1992,2,"N02",83.285,2.275,0.97,27.25,96.965,3.44,28.745,5.1,14.5
"705",1992,2,"N10",59.61,1.645,1.025,19.845,70.64,2.275,30.785,5.2,4.5
"709",1992,2,"SOEL",127.57,12.5,4.2,172.3,170.93,14.18,20.29,3.6,3
"710",1992,2,"T004",30.21,0.9,1.9,9.01,43,2.13,32.65,5.5,31
"711",1992,2,"T010",25.14,0.81,1.36,7.65,37.57,1.55,33.22,5.7,5
"712",1992,2,"T100",5.21,0.52,0.54,4.49,13.29,1,34.75,6.7,17
"713",1992,2,"T135",4.07,0.58,0.72,4.95,11.64,0.9,34.8,7,3
"714",1992,2,"T175",4.21,0.42,0.78,2.85,11,0.71,34.82,6.4,2
"715",1992,2,"T235",5.43,0.42,1.08,2.85,13,0.77,35.03,6.3,1
"716",1992,2,"VLIS",93.14,2.36,1.7,33.765,104.105,5.09,30.135,4.45,71
"718",1992,2,"W20",33.86,1.16,1.44,12.46,45.29,2.03,33.76,5.2,31
"719",1992,2,"W70",10.14,0.77,0.7,4.59,21.5,1.39,35.23,7.2,5
"720",1992,2,"WISS",46.5,1.45,1.04,18.16,59.86,2.03,31.94,4.3,17
"721",1992,2,"ZIJP",78.07,1.78,0.76,25.56,92.5,2.26,29.64,3.8,4
"722",1992,2,"ZUID",55.64,1.94,1.82,26.52,81.14,4.52,30.61,5.8,50
"723",1992,3,"DANT",45.86,0.19,29.1,1.1,89,2.91,27.15,6.7,62
"724",1992,3,"DREI",26.79,2.13,0.88,6.05,47.43,3.1,30.82,7,2
"725",1992,3,"G6",56.5,1.58,2.3,18.69,71.29,2.68,31.52,6.8,28
"726",1992,3,"GROO",390.21,3.2,2.84,157.35,444.07,5.65,8.41,7.4,80
"727",1992,3,"HAMM",49.57,1.23,0.96,16.09,61.64,2.16,31.93,6.3,8
"728",1992,3,"HANS",330.21,6.72,1.12,109.65,342.29,16.05,17.74,7.2,64
"729",1992,3,"HUIB",45.71,0.81,7.8,10.36,66.86,2.39,30.14,5.6,25
"730",1992,3,"LODS",43.64,1.16,1.22,7.97,57.64,3.04,31.67,6.6,3
"731",1992,3,"MARS",55.21,1,10.6,10.72,80.79,3.16,29.76,5.9,59
"732",1992,3,"N02",78.21,1.87,2.46,22.46,86.86,2.68,29.34,6.6,11
"734",1992,3,"N20",18.57,0.68,4.9,7.01,29.43,1,33.89,6.4,2
"735",1992,3,"N70",6.5,0.52,1.88,1.99,14,0.68,35.19,7,2
"737",1992,3,"SOEL",96.21,9.59,4.32,119.26,144.57,11.88,20.32,7.4,4
"738",1992,3,"T004",18.57,0.23,15.3,1.1,45.43,1.65,32.95,6.7,12
"739",1992,3,"T010",8.36,0.08,7,2.56,27.14,0.97,34.09,6.8,2
"740",1992,3,"T100",2.86,0.26,3.24,1.14,18.93,0.68,34.69,6.4,1
"741",1992,3,"T135",7.14,0.45,1.8,2.95,25.43,0.9,34.72,6.5,1
"742",1992,3,"T175",0.86,0.08,3.1,0.32,13.07,0.58,34.92,6.4,1
"743",1992,3,"T235",1.57,0.08,5.48,0.09,12.86,0.71,35.11,6.6,2
"745",1992,3,"W02",55.29,1.68,1.54,21.57,71.86,3.1,32.28,6.5,23
"746",1992,3,"W20",45,1.45,1.88,17.3,53.79,1.97,32.99,6,18
"747",1992,3,"W70",12.14,0.9,1.26,7.26,20.64,1.32,35.08,6.9,11
"748",1992,3,"WISS",46.14,1.26,1.38,17.12,55,2.26,32.35,6.3,10
"749",1992,3,"ZIJP",63.5,1.23,0.9,18.73,78.79,2.13,30.61,6.4,8
"750",1992,3,"ZUID",75.07,0.77,18.1,21,112.14,2.81,25.67,5,42
"751",1992,4,"DANT",28.07,0.295,18.15,3.205,63.68,3.585,27.65,10,40.5
"752",1992,4,"DREI",19.64,1.45,12.9,8.19,51.71,2.84,30.66,7.6,3
"753",1992,4,"G6",61.79,0.9,18.7,9.01,89.36,3.78,30.15,7.4,49
"754",1992,4,"GROO",273.325,2.76,8.89,83.125,314.75,8.525,12.59,10.05,102
"755",1992,4,"HAMM",59.14,1.19,2.74,14.63,75.07,2.03,30.93,7.5,8
"757",1992,4,"HUIB",27.57,0.235,4.41,2.425,47,1.195,31.345,8.95,3
"760",1992,4,"N02",84.64,1.61,3,20.01,99.5,2.58,28.2,8,11
"762",1992,4,"N20",53.57,0.9,2.7,11.07,63.57,1.61,31.01,7.9,2
"763",1992,4,"N70",6.93,0.23,0.96,0.53,13.93,0.71,35.2,7.7,3
"764",1992,4,"R03",31.79,0.08,20.9,0.64,62,2.42,34.79,6.4,17
"765",1992,4,"R50",0.68,0.08,3.34,1.67,9.93,0.39,35.04,6.7,4
"766",1992,4,"R70",8.21,0.29,1.02,3.95,15.57,1.03,31.13,7.1,3
"769",1992,4,"T004",11.86,0.08,10.5,0.39,36.57,0.97,32.59,7.1,5
"770",1992,4,"T010",6.43,0.08,6.94,0.21,21.64,0.68,33.65,7,6
"771",1992,4,"T100",0.75,0.08,1.1,0.39,7.14,0.71,34.86,6.7,1
